sent_id,text,Source,Target,Polar_expression,Polarity
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,,not just from the rice.,Negative
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,best,Positive
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,huge,Positive
1338124:3,The Yellowtail was particularly good as well.,,The Yellowtail,particularly good,Positive
1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,the choices,fairly limited,Positive
1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",,place,I'll be sure to stop by again,Positive
1340075:0,Big Wong gets big Ups for a fine establishment.,,,,
1340075:1,"They have it all -- great price, food, and service.",,,,
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,literally walking,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,noisy,Positive
1340075:3,The food is prepared quickly and efficiently.,,The food,prepared quickly,Positive
1340075:3,The food is prepared quickly and efficiently.,,The food,efficiently.,Positive
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,"price (congee, noodles,",reasonable,Positive
1340075:5,The takeout is great too since they give high quality tupperware as well.,,The takeout,great,Positive
1340075:6,This place is always very crowded and popular.,,This place,always very crowded,Positive
1340075:6,This place is always very crowded and popular.,,This place,popular.,Positive
1341354:0,Went here on a friend's reccomendation.,,,,
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,,Enjoyed,Positive
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,Caesar Salad,very nice,Positive
1341354:2,We both opted for a pasta dish and they were served timely and fresh.,,,fresh.,Positive
1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",,,,
1341354:4,We'd go back again,,,We'd go back again,Positive
1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,,,,
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,The staff,absolutely delicious,Positive
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,the place,lovely.,Positive
1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,,
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,,,
1347423:4,We all felt it was worth it.,,,worth,Positive
1349391:0,sometimes i get good food and ok service.,,food,good,Positive
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",bad,Positive
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,food,bad,Positive
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",bad,Positive
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,service.,bad,Positive
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",good good,Positive
1349391:2,it is not consistent.,,it,not consistent.,Negative
1349391:3,really depends on your luck!,,,,
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,The place,a BISTRO,Negative
1352948:1,And where does Patis go wrong; no where.,,,,
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,,,
1352948:3,And evaluated on those terms Pastis is simply wonderful.,,on,simply wonderful.,Positive
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,cozy,Positive
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,nice,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,kind of bitter,Negative
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,Mine,a little burnt,Negative
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,goat cheese,delicious,Positive
1353599:2,My friend got the mushroom pizza which tasted better.,,,,
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,good,Positive
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,pretty tasty,Positive
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,,,,
1353599:5,Overall I would recommend it and go back again.,I,it,recommend,Positive
1353599:6,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),,,,
1357554:0,I started out with a Bombay beer which was big enough for two.,,beer,enough,Positive
1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,,,,
1357554:2,MMmmm... it was delicious.,,it,delicious.,Positive
1357554:3,"Service was slow, but the people were friendly.",,the people,friendly.,Positive
1357554:4,It's a nice place to relax and have conversation.,,place to relax,nice,Positive
1357554:5,I can't wait to go back.,I,,can't wait to go back.,Positive
1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,,,,
1367358:1,The food is authentic Italian - delicious!,,The food,authentic Italian - delicious!,Positive
1367358:2,"Pizza is terrific, as is homemade pasta.",,Pizza,homemade pasta.,Positive
1367358:3,"Ambience is delightful, service impeccable.",,Ambience,impeccable.,Positive
1380450:0,I'm still mad that i had to pay for lousy food.,i,,had to pay,Negative
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,the tuna,not to mention,Negative
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,The hanger steak,like rubber,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,the ambience,not that great.,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,Service,horrible,Positive
1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,,,
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,place,you,Positive
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,,try.,Positive
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,,the food,excellent.,Positive
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,,service,excellent.,Positive
1387314:2,The filet mignon dish was superb!,,The filet mignon dish,superb!,Positive
1387314:3,I would defiantly come back here again as one of my top choices.,I,here,defiantly come back,Positive
1387314:4,It's a small cute restaurant.,,,,
1390357:0,I absolutely love this place!!!,,,love,Positive
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,actually an old warehouse.,Negative
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,"very hidden,",Negative
1390357:2,"I like the ambience, it's very dark and original.",,"ambience,",original.,Positive
1390357:2,"I like the ambience, it's very dark and original.",,it's,original.,Positive
1390357:2,"I like the ambience, it's very dark and original.",I,"ambience,",very dark,Positive
1390357:2,"I like the ambience, it's very dark and original.",I,it's,very dark,Positive
1390357:3,I came here for my friend's birthday and keep coming back ever since.,,,,
1390357:4,The sushi is amazing!!!,,The sushi,amazing!!!,Positive
1390357:5,And amazingly cheap.,,,,
1390357:6,Big thumbs up!,,,,
1394712:0,Very affordable and excellent ambient!,,ambient!,excellent,Positive
1394712:0,Very affordable and excellent ambient!,,,Very affordable,Positive
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,,,
1394712:2,We were very disappointed.,We,,very disappointed.,Positive
1394712:3,We won't go to this place again for a good meal.,,meal.,good,Positive
1394712:3,We won't go to this place again for a good meal.,We,this place,go,Positive
1394712:4,"However, I think this place is a good hang out spot.",,,good,Positive
1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",,,,
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,,,,
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,,,backyard,Positive
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,this place,rivals the ones,Positive
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,outdoor restaurants,nicest,Positive
1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",,,,
1395421:4,Check this place out!,,,,
1395421:5,HIGHLY RECOMMENDED!!!!!,,,HIGHLY RECOMMENDED!!!!!,Negative
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",,this place,"*not* romantic,",Positive
1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,,,
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,the wine list,simply overpriced.,Negative
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,menu,"typical of any Italian restaurant,",Negative
1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,,,,
1398844:4,Service is not what one would expect from a joint in this price category.,,Service,not what one would expect,Negative
1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",,,,
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,,,,
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",,"the food,","above average,",Negative
1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.",,,,
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,,,
1404042:2,Fish was overdone.,,Fish,overdone.,Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,there,never go,Negative
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,wait,Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,,"place,",Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,Cute,Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,nice,Positive
1404042:4,Someone else recommended the dessert - we also left that.,,,,
1404042:5,One of us actually liked the expresso - that's it.,,,,
1404042:6,"Skip this restaurant, it's a big disappointment.",,,a big disappointment.,Positive
1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,,,,
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,delicious.,Positive
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,fresh,Positive
1410878:2,Their tuna tartar appetizer is to die for.,,,,
1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",,,,
1413697:1,It is simply amazing.,,It,simply amazing.,Positive
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,curtious.,Positive
1413697:2,The place is so cool and the service is prompt and curtious.,,The place,cool,Positive
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,prompt,Positive
1413697:3,I highly recommend to anyone to give this place a try.,,,recommend,Positive
1413697:4,You will find yourself returning quite often.,,,quite often.,Positive
1413697:5,P.S. Please don't tell anyone in my family i eat there.,,,,
1413697:6,LOL,,,,
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,service,great,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,,pleasant,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,food,great,Positive
1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,,,,
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,,no,Negative
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,The dining room,quietly elegant,Negative
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,unobtrusive,Positive
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,impeccable,Positive
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,,
1417496:5,Beautiful experience.,,experience.,Beautiful,Positive
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,The view,breathtaking,Positive
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,the ambiance,wonderfull.,Positive
1430994:1,The staff offers impeccable service.,,,offers,Positive
1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,,,,
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,the award,go to the Lobster Bisque.,Positive
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,it,good,Positive
1430994:4,I had Filet Mignon with garlic mash.,,,,
1430994:5,It was divine melts in your mouth.,,It,melts,Positive
1430994:6,My boyfriend had Prime Rib it was good .,,it,good,Positive
1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,,,,
1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,,,,
1430994:9,It's cuz it's so good you need to taste it!!!,,,,
1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,,,already coming up,Positive
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,,,,
1431154:1,If you like spicy food get the chicken vindaloo.,,,spicy,Positive
1431154:2,It's very spicy but not offensive.,,It's,very spicy,Negative
1431154:2,It's very spicy but not offensive.,,,not offensive.,Negative
1431154:3,We will definitely go back.,We,,will definitely go back.,Positive
1432551:0,Go to Volare for 1st class service and terrific food.,,,,
1432551:1,The portions are large and the servers always surprise us with a different starter.,,The portions,large,Positive
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,with a different starter.,Positive
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,surprise,Positive
1432551:2,The wine list is excellent.,,The,excellent.,Positive
1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,,The food,amazing...,Positive
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,"feel a little crowded,",Negative
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,intimate,Positive
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,small,Negative
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,the service,excellent,Positive
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,,great,Positive
1439875:2,People dress in suits or evening gowns as well as shirts jeans.,,,,
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,,cater,Positive
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,The food,pricey,Positive
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,greatest,Positive
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,good,Positive
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,price,good,Positive
1439875:4,"Recommendations, of course, are required!",,,,
1439875:5,Please be aware that it's CASH or AMEX only!,,,,
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,the food,"decent, not great.",Negative
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,,The menu,very limited,Positive
1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",,,,
1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",,The decor,very diner-ish,Positive
1448587:4,Problem is nothing at Prune is particularly memorable.,,nothing at Prune,particularly memorable.,Positive
1448587:5,No plans to return anytime soon.,,,No,Negative
1451107:0,This place is so much fun.,,This place,much fun.,Positive
1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,never expected,Negative
1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,incredible,Positive
1451107:2,This place must have cost the owners afortune to build.,,,,
1451107:3,I think the stuff was better than Disney.,I,the stuff,better than Disney.,Positive
1451107:4,Our food was great too!,,Our food,great too!,Positive
1451107:5,And really large portions.,,portions.,really large,Positive
1451107:6,The staff was the friendliest that have seen in New York.,,,,
1451107:7,We will go back every time we are in the City.,We,,will go back,Positive
1451109:0,If you want something really different than try Jekyll and Hyde.,,,,
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,,a lot of fun,Positive
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,portions.,large,Positive
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,good,Positive
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,The food,pretty tradional,Positive
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,hot,Positive
1451109:3,I highly recommend it.,I,it.,recommend,Positive
1451109:4,I am going to the mid town location next.,,location,mid,Positive
1451109:4,I am going to the mid town location next.,,location,the mid town,Positive
1457607:0,The place is a lot of fun.,,The place,a lot of fun.,Negative
1457607:1,My six year old loved it.,,,,
1457607:2,The characters really make for an enjoyable experience.,,,,
1457607:3,"The food however, is what one might expect.",,The food,what one might expect.,Positive
1457607:4,It is very overpriced and not very tasty.,,It,very overpriced,Negative
1457607:4,It is very overpriced and not very tasty.,,It,not very tasty.,Negative
1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",,,,
1457607:6,We had a good time.,,,,
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,,,
1459569:1,Service was slow had to wait to order and get food although not crowded.,,Service,had to wait to order,Negative
1459569:2,Drinks way over priced.,,Drinks,priced.,Positive
1459569:3,Food was good not great not worth the wait or another visit,,the wait,worth,Negative
1460715:0,Great pizza for lunch place.,,pizza for lunch place.,Great,Positive
1460715:1,Service was quick.,,Service,quick.,Positive
1460715:2,The pizza was great.,,The pizza,great.,Positive
1460715:3,And it was quick which is very important.,,it,quick,Positive
1460715:3,And it was quick which is very important.,,it,very important.,Positive
1460715:4,Have the iced tea.,,,,
1460715:5,It was wonderful.,,,wonderful.,Positive
1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,,
1470286:1,Delivery is fast too.,,Delivery,fast too.,Positive
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",Great,Positive
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,sushi.,Excellent,Positive
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",friendly,Positive
1470286:3,A little overpriced but worth it once you take a bite.,,,A little overpriced,Negative
1470286:3,A little overpriced but worth it once you take a bite.,,,worth,Negative
1470334:0,"Growing up in NY, I have eaten my share of bagels.",,,,
1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,,bagel,far the best,Positive
1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",,,,
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,,,,
1470334:4,The lox is always fresh too.,,The lox,always fresh too.,Positive
1470334:5,Highly recommended to all!,,,recommended,Positive
1471273:0,I have to agree with the previous reviewer.,,,,
1471273:1,I don't get it either.,,,,
1471273:2,Not impressed with the food.,,the food.,Not impressed,Negative
1471273:3,Prices too high for this cramped and unappealing resturant.,,Prices,unappealing resturant.,Negative
1471273:4,Zero ambiance to boot.,,,,
1476493:0,I thought this place was totally overrated.,,this place,totally overrated.,Positive
1476493:1,Everything we had was good or ok....but definitely nothing great.,,,,
1476493:2,"The ambience was nice, but service wasn't so great.",,The ambience,"nice,",Positive
1476493:2,"The ambience was nice, but service wasn't so great.",,service,wasn't so great.,Negative
1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,,,
1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,,Shabu-Shabu Restaurant,the BEST,Positive
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,,Japan.,Positive
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,the feel of the restaurant,like being back,Positive
1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,,,,
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,,feels like a Sushi establishment,Negative
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,The atmosphere,"nothing special,",Negative
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,,,,
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,everything prepared,"done to perfection, ultra fresh",Positive
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,,a work of food art.,Positive
1486041:3,I must give it Yon out of Yon stars!,,,,
1486041:4,Taxan delicious!,,,,
1486041:5,Arigato Gozimas Yuka!,,,,
1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",we,,would not be disappointed!,Negative
1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",,This restaurant,"recommended by a local...as a matter of fact,",Positive
1490757:1,We weren't!,We,,weren't!,Positive
1490757:2,The prices were CHEAP compared to the quality of service and food.,,,compared,Positive
1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",,,,
1496205:0,Went there for an office lunch.,,,,
1496205:1,The location and ambience is Ok but the food is what makes up for it.,,The location,Ok,Positive
1496205:1,The location and ambience is Ok but the food is what makes up for it.,,ambience,Ok,Positive
1496205:2,There is a lot of variety even for people who eat vegetarian like me.,,a lot of variety,There is,Positive
1496205:3,Try green curry with vegetables.,,,,
1496205:4,"The quantity is also very good, you will come out satisfied.",,The quantity,"very good, you will come out satisfied.",Positive
1496205:5,"The service is ok, some of the people didn't get what they asked for.",,,,
1496707:0,I was there on sat. for my birthday and we had an excellent time.,,,,
1496707:1,I had the best ravioli ever.,I,ravioli,best,Positive
1496707:2,The wine the service was very good too.,,,,
1496707:3,Moderate prices.,,,,
1496707:4,A little noise but I think that was because of our party!,,,A little noise,Negative
1500453:0,Molto bene!,,,,
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,,,,
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,The food,delicious,Positive
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,the dishes,never a disappointment.,Negative
1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",,,,
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",,,,
1500453:5,A guaranteeed delight!,,,,
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",,,,
1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",,everything,just delicious.,Positive
1506491:2,Check out the secret back room.,,Check out the secret,back room.,Positive
1506491:3,Old school meets New world.,,,,
1506491:4,I pray it stays open forever.,,,,
1506491:5,Thank You Emilio.,,,,
1506491:6,Ciao Bella,,,,
1538149:0,"I found the food, service and value exceptional everytime I have been there.",,,,
1538149:1,The food was authentic.,,The food,authentic.,Positive
1538149:2,I felt as though I were eating in Paris.,,,,
1538149:3,The service was excellent - friendly and attentive.,,The service,friendly,Positive
1538149:3,The service was excellent - friendly and attentive.,,The service,excellent,Positive
1538149:3,The service was excellent - friendly and attentive.,,The service,attentive.,Positive
1538149:4,The prices are wonderfully low.,,The prices,wonderfully low.,Positive
1538149:5,Very good wine choices.,,wine,Very good,Positive
1538149:5,Very good wine choices.,,wine choices.,Very good,Positive
1543345:0,I can't believe people complain about no cheese sticks?,I,,can't believe people complain,Negative
1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,,pizza,the best,Positive
1543345:2,Get the pepperoni - YUM - and a family style salad.,,,,
1543345:3,Great staff.,,staff.,Great,Positive
1543345:4,Always great service!,,,,
1543345:5,I go twice a month!,,,,
1543345:6,Fantastic!,,,,
1561259:0,"The food is good, I can't lie.",,The food,"good,",Positive
1561259:0,"The food is good, I can't lie.",,The food,can't lie.,Positive
1561259:1,But the staff was so horrible to us.,,,,
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,The hostess,incredibly rude,Positive
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,the waitress,incredibly rude,Positive
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,,,,
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the service,you feel like you should be paying,Negative
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,This place,"pricey,",Positive
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the food,worth it;,Negative
1561259:5,Save yourself the time and trouble and skip this one!,,,,
1572027:0,I'll keep this short.,,,,
1572027:1,Amma is nothing special.,,Amma,nothing special.,Positive
1572027:2,The two star chefs left quite some time ago to open their own place.,,,time,Negative
1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,,most dishes average,at best,Positive
1572027:4,Will not be back.,,,Will not be back.,Negative
1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",,,,
1572033:1,Decor is nice though service can be spotty.,,Decor,nice,Positive
1572033:1,Decor is nice though service can be spotty.,,service,can be spotty.,Positive
1572033:2,This place is always packed.,,This place,always packed.,Positive
1572033:3,I know because I live nearby.,,,,
1572033:4,"Most importantly, food is excellent.",,food,excellent.,Positive
1572033:5,Try the sea bass.,,,,
1572033:6,Highly recommended.,,,Highly recommended.,Positive
1573534:0,First of all Dal Bukhara Rocks.,,,,
1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,,,,
1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,,,,
1573534:3,I am happy i did the food was awsome.,,the food,awsome.,Negative
1573534:4,JUST AWSOME.,,,,
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,,Bukhara,good,Positive
1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,,,,
1573534:7,but overall i give it a 10,,,,
1573534:8,10,,,,
1577714:0,I haven't been to the other locations.,,,,
1577714:1,Haru on Park S is simply disgusting.,,,simply disgusting.,Positive
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,stale.,Negative
1577714:2,The fish was not fresh and the rice tasted old and stale.,,The fish,not fresh,Negative
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,old,Negative
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,sushi,some of the worst,Positive
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,,"Quite frankly,",Negative
1577714:4,Will never be back.,,,Will never be back.,Negative
1586174:0,honestly the worst sushi my husband and i had in our entire lives.,,sushi,worst,Positive
1586174:1,"believe us, we've been eating sushi for over 15 yrs.",,,,
1586174:2,not sure why this restaurant would be rated that highly.,,,not,Negative
1586174:2,not sure why this restaurant would be rated that highly.,,this restaurant,would be rated,Negative
1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,,,,
1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",,,,
