sent_id,text,Source,Target,Polar_expression,Polarity
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,filled,good,Positive
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,selection,to the top.,Positive
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,filled,to the top.,Positive
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",,,always,Positive
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",,,does,Negative
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,time,great,Positive
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,hyde,great,Positive
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,time,last night.,Positive
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,hyde,last night.,Positive
1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,,,tried their $35 menu.,Positive
1297844:1,We were not dissappointed in the least bit by this little gem.,,,not dissappointed in,Negative
1297844:1,We were not dissappointed in the least bit by this little gem.,,,little gem.,Negative
1286916:2,I've never ordered anything else from their menu...there's no need to.,,else,never ordered anything,Negative
1286916:2,I've never ordered anything else from their menu...there's no need to.,,else,need to.,Positive
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,,place's decor,good laugh.,Positive
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,,bathrooms,good laugh.,Positive
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,,this restaurant,highly recommend visiting,Positive
1287538:1,We've lived in the area for more than 8 years.,,,more than 8 years.,Positive
1287538:5,It's one of our favorite places to eat in NY.,,,,
1297844:3,They were served warm and had a soft fluffy interior.,,They,served warm,Positive
1297844:3,They were served warm and had a soft fluffy interior.,,interior.,served warm,Positive
1297844:3,They were served warm and had a soft fluffy interior.,,They,had a soft fluffy interior.,Positive
1297844:3,They were served warm and had a soft fluffy interior.,,interior.,had a soft fluffy interior.,Positive
1275154:8,Try the lobster teriyaki and the rose special roll.,,the lobster teriyaki,special roll.,Positive
1275154:8,Try the lobster teriyaki and the rose special roll.,,the rose,special roll.,Positive
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,very good,Positive
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,"- prompt,",very good,Positive
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,"prompt, attentive",Positive
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,"- prompt,","prompt, attentive",Positive
1286916:0,I have NEVER been disappointed in the Red Eye.,,,,
1286916:4,You cannot go wrong at the Red Eye Grill.,,,cannot go,Positive
1293334:4,"Please take my advice, go and try this place.",,,,
1275154:6,The sake menu should not be overlooked!,,The sake menu,should not be overlooked!,Negative
1286916:3,It's simply the best meal in NYC.,,meal,simply the best,Positive
1287538:2,The restaurant is cute but not upscale.,,The restaurant,not upscale.,Negative
1293334:6,You will not be disapointed at all.,,,will not be disapointed at all.,Negative
1297844:5,I loved it and would HIGHLY RECOMMEND.,,it,loved,Positive
1287538:4,I would highly recommend it.,,,highly recommend it.,Positive
1293334:5,Its located in greenewich village.,,Its,located in greenewich village.,Positive
1297844:2,The bagel was huge.,,,,
1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,,-- the choices,Negative
1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,,limited,Negative
1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,,less than $18 by just going off the menu.,Positive
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,costs,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,costs,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,extra,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,extra,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,turn a regular,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,turn a regular,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,than,Positive
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,than,Positive
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,"size,",Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,"size,",Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,It costs $2 extra,that's not just from the rice.,Negative
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,the roll,that's not just from the rice.,Negative
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,our,"boring on the inside,",Negative
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,our,average...,Negative
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,our,had no flavor.,Negative
1328078:0,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",,,not the most experienced person,Negative
1328078:0,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",,,there is.,Positive
1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",,,I'll be sure to stop by again,Positive
1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",,,of town.,Positive
1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,the oily,(cause most are,Positive
1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,it,(cause most are,Positive
1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,the oily,bland.,Negative
1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,it,bland.,Negative
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,huge,Positive
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,best,Positive
1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,,,regular,Negative
1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,,,great.,Positive
1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",,Ambience,good,Positive
1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",,"quaint,",good,Positive
1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",,Ambience,there on vacation.,Positive
1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",,"quaint,",there on vacation.,Positive
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,the ambience,highly recommend,Positive
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,the ambience,ambience,Positive
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,the ambience,wonderful service.,Positive
1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.",,,large,Positive
1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.",,,recommend,Positive
1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.",,,make,Positive
1310217:0,There are many Thai places in the city but so far Toons is #1.,,many Thai places in the,There are,Negative
1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,,,fabulous to stop in,Positive
1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,,,enjoy lunch.,Positive
1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",,"pizza,",enjoyed,Positive
1303888:1,I sometimes see the waiters don't have enough knowledge of their dishes.,,the,enough,Positive
1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,The scallion pancakes,out,Positive
1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,fried dumplings,out,Positive
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,"quiet,",nice,Positive
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,"quiet,",small,Negative
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,"quiet,",more).,Negative
1303984:1,My chow fun and chow see was really bland and oily.,,My,really bland,Positive
1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,,restaurant,fresh,Positive
1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,,amazing........ food,fresh,Positive
1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,,,delicious,Positive
1318537:1,"great for a romantic evening, or a fun evening with friends...",,fun evening,"great for a romantic evening, or a fun",Positive
1318537:1,"great for a romantic evening, or a fun evening with friends...",,fun evening,friends...,Positive
1328078:1,He has visited Thailand and is quite expert on the cuisine.,,,quite expert on the cuisine.,Positive
1303888:3,"(that is A MUST, but not every restaurant can do...) ",,,,
1308557:0,The service was the only thing good about this restaurant.,,The service,the only thing,Negative
1308557:0,The service was the only thing good about this restaurant.,,restaurant.,the only thing,Negative
1308557:0,The service was the only thing good about this restaurant.,,The service,about this restaurant.,Negative
1308557:0,The service was the only thing good about this restaurant.,,restaurant.,about this restaurant.,Negative
1310217:1,Their pad penang is delicious and everything else is fantastic.,,pad,delicious,Positive
1310217:1,Their pad penang is delicious and everything else is fantastic.,,everything else,delicious,Positive
1328078:4,We had Pam's special fried fish and it was amazing.,,,,
1328078:5,too large for just two people but nothing was left.,,,large,Positive
1335154:3,"My husbands was perfect, my was well done and dry.",,,,
1335154:5,Will give it another chance before I write it off.,,,Will give it,Positive
1335656:5,Ingredients are organic which is a real plus for me.,,Ingredients,a real plus for me.,Positive
1310217:2,The price is reasonable although the service is poor.,,The price,reasonable,Positive
1310217:2,The price is reasonable although the service is poor.,,the service,reasonable,Positive
1328078:3,"the salads are delicious, both refreshing and very spicy.",,the salads,very spicy.,Negative
1335154:0,Had a late night dinner on a Saturday night.,,,,
1335154:2,"My husband and I both ordered the Steak, medium.",,,,
1335154:4,"I didn't complain, I liked the atmosphere so much.",,the atmosphere,liked,Positive
1335154:4,"I didn't complain, I liked the atmosphere so much.",,the atmosphere,liked,Positive
1335656:0,Visited there while on vacation and reading the reviews.,,,,
1340075:0,Big Wong gets big Ups for a fine establishment.,,Ups,Big Wong gets big,Positive
1340075:0,Big Wong gets big Ups for a fine establishment.,,Ups,fine establishment.,Positive
1318537:2,I will be going back very soon.,,,will be going back very soon.,Negative
1338124:0,"This is some really good, inexpensive sushi.",,sushi.,"really good, inexpensive sushi.",Positive
1338124:3,The Yellowtail was particularly good as well.,,The Yellowtail,good,Positive
1303888:0,All the staff is absolutely professional!! ,,All the staff,absolutely professional!!,Positive
1303984:0,This restaurant was way overhyped.,,,,
1308557:2,I definitely wouldn't go back.,,,definitely wouldn't go back.,Positive
1318537:3,keep up the good work.,,work.,good,Positive
1318537:4,Hats off to the chef.,,,,
1335154:1,"Great vibe, lots of people.",,lots of people.,Great,Positive
1335656:6,We will be back.,,,will be back.,Negative
1303888:2,But they do.,,,,
1328078:2,It was wonderful.,,,,
1335656:3,Salads were fantastic.,,,,
1328078:6,Unbelievable.,,,,
1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,the,no sense of taste.,Negative
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,,place,Kind,Positive
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,,place,small,Negative
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,,place,not too busy might be able,Negative
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,The hanger steak,thawed.,Negative
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,the tuna,thawed.,Negative
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,it,very reasonable,Positive
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,rice dishes,very reasonable,Positive
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,it,no more than $3-6 each).,Negative
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,rice dishes,no more than $3-6 each).,Negative
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,cuisine,not eating,Negative
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,cuisine,subtle hints,Negative
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,cuisine,"whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",Negative
1353599:6,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),,this place,funky toppings!),Negative
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,cheese,a little burnt,Negative
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,a little burnt,Negative
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,cheese,delicious,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,delicious,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,cheese,goat,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,goat,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,cheese,kind of bitter though).,Positive
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,kind of bitter though).,Positive
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,,one,Positive
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,,go,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,noisy,Negative
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,noisy,Negative
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,walking around,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,walking around,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,things,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,things,Positive
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,as,Negative
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,as,Negative
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,,,,
1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,make,Positive
1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,ourselves.,Positive
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,The place,simple dishes,Negative
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,wine,simple dishes,Negative
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,The place,efficiently in a bustling atmosphere.,Negative
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,wine,efficiently in a bustling atmosphere.,Negative
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,goat,very nice Caesar Salad,Positive
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,goat,very tasty.,Positive
1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,,restaurant,recently went,Positive
1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,,restaurant,an amazing time.,Negative
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,,good good,Positive
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,nice cozy,Positive
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,good pizza.,Positive
1341354:2,We both opted for a pasta dish and they were served timely and fresh.,,,,
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,The staff,absolutely delicious,Positive
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,the food,absolutely delicious,Positive
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,the place,absolutely delicious,Positive
1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,,,never,Negative
1340075:5,The takeout is great too since they give high quality tupperware as well.,,The takeout,great too since,Positive
1357554:0,I started out with a Bombay beer which was big enough for two.,,,big enough for two.,Positive
1387314:3,I would defiantly come back here again as one of my top choices.,,,would defiantly come back,Positive
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,the prices,felt,Positive
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,it,felt,Positive
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,the prices,worth it.,Negative
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,it,worth it.,Negative
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,pretty tasty,Positive
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,good on a hot muggy day.,Positive
1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,,,,
1380450:0,I'm still mad that i had to pay for lousy food.,,,,
1380450:2,Service was also horrible and the ambience is not that great.,,Service,horrible,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,the ambience,horrible,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,Service,not,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,the ambience,not,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,Service,great.,Negative
1380450:2,Service was also horrible and the ambience is not that great.,,the ambience,great.,Negative
1340075:1,"They have it all -- great price, food, and service.",,it all --,"great price, food,",Positive
1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",,,,
1352948:3,And evaluated on those terms Pastis is simply wonderful.,,,,
1353599:2,My friend got the mushroom pizza which tasted better.,,,,
1353599:5,Overall I would recommend it and go back again.,,it,would recommend,Positive
1353599:5,Overall I would recommend it and go back again.,,it,back again.,Positive
1357554:4,It's a nice place to relax and have conversation.,,place to relax,nice,Positive
1357554:4,It's a nice place to relax and have conversation.,,place to relax,conversation.,Positive
1340075:6,This place is always very crowded and popular.,,This place,always very crowded,Positive
1340075:6,This place is always very crowded and popular.,,This place,popular.,Positive
1349391:0,sometimes i get good food and ok service.,,food,good,Positive
1349391:0,sometimes i get good food and ok service.,,food,ok service.,Positive
1352948:1,And where does Patis go wrong; no where. ,,,does Patis go wrong; no where.,Negative
1357554:3,"Service was slow, but the people were friendly.",,,,
1340075:3,The food is prepared quickly and efficiently.,,The food,prepared quickly,Positive
1347423:4,We all felt it was worth it.,,,felt,Positive
1347423:4,We all felt it was worth it.,,,it.,Negative
1367358:1,The food is authentic Italian - delicious!,,,,
1367358:2,"Pizza is terrific, as is homemade pasta.",,Pizza,pasta.,Negative
1341354:0,Went here on a friend's reccomendation.,,,,
1357554:5,I can't wait to go back.,,,,
1387314:2,The filet mignon dish was superb!,,,,
1349391:3,really depends on your luck!,,,really depends on your luck!,Positive
1367358:3,"Ambience is delightful, service impeccable.",,,,
1387314:4,It's a small cute restaurant.,,restaurant.,small cute restaurant.,Negative
1341354:4,We'd go back again,,,We'd go back again,Positive
1349391:2,it is not consistent.,,it,not consistent.,Negative
1357554:2,MMmmm... it was delicious.,,,,
1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",,the garden,forward,Positive
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,impeccable,Positive
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,full,Positive
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,a real,Positive
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,clubhouse of,Positive
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,trying to be seen.,Positive
1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,,idea of,Positive
1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,,be,Positive
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",,"the food,","completely fair, the only redeeming factor was the food, which",Negative
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",,"the food,",the other deficiencies of Teodora.,Positive
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,this place,one the nicest outdoor restaurants,Positive
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,this place,have ever seen in NY--I am,Positive
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,this place,Italy,Positive
1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",,,,
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,The tables,overpriced.,Negative
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,the menu,overpriced.,Negative
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,the wine list,overpriced.,Negative
1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,,,,
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,noodle soup dishes,nothing,Negative
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,the menu,nothing,Negative
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,food,great,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,service,great,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,food,great,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,service,great,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,food,pleasant atmosphere.,Positive
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,service,pleasant atmosphere.,Positive
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,,wine,MADE,Positive
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,,the backyard dining area.,MADE,Positive
1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",,plates,etc....,Positive
1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",,wine,etc....,Positive
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,,,had,Positive
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,,,great time!,Positive
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,our meals,Not one,Negative
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,our meals,edible,Positive
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,our meals,weird,Negative
1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",,,simple Asian appetizers,Negative
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,The dining room,how refreshing!,Positive
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,music,how refreshing!,Positive
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",,,as claimed,Negative
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",,,editorial review.,Negative
1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,,,,
1398844:4,Service is not what one would expect from a joint in this price category.,,Service,not what one would expect from a joint in this price category.,Negative
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,,,grazie does not constitute proper service.,Positive
1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,,here,No,Negative
1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,,the food,No,Negative
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,"very hidden,",Negative
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,actually an old,Negative
1390357:3,I came here for my friend's birthday and keep coming back ever since.,,,keep coming back ever since.,Positive
1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.",,,great food.,Positive
1410878:1,I've never had bad service and the fish is fresh and delicious.,,service,never,Positive
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,never,Positive
1410878:1,I've never had bad service and the fish is fresh and delicious.,,service,fresh,Positive
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,fresh,Positive
1413697:2,The place is so cool and the service is prompt and curtious.,,,,
1394712:3,We won't go to this place again for a good meal.,,this place,again,Positive
1394712:3,We won't go to this place again for a good meal.,,this place,good meal.,Positive
1394712:4,"However, I think this place is a good hang out spot.",,this place,good,Positive
1394712:4,"However, I think this place is a good hang out spot.",,this place,out spot.,Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,nice,Positive
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,never go,Negative
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,again.,Negative
1413697:3,I highly recommend to anyone to give this place a try.,,this,highly recommend,Positive
1413697:5,P.S. Please don't tell anyone in my family i eat there.,,,,
1404042:4,Someone else recommended the dessert - we also left that.,,the dessert,that.,Positive
1404042:5,One of us actually liked the expresso - that's it.,,,liked,Positive
1390357:2,"I like the ambience, it's very dark and original.",,,very dark,Positive
1410878:2,Their tuna tartar appetizer is to die for.,,,,
1404042:6,"Skip this restaurant, it's a big disappointment.",,,disappointment.,Positive
1413697:4,You will find yourself returning quite often.,,,will find yourself,Positive
1413697:4,You will find yourself returning quite often.,,,often.,Negative
1390357:0,I absolutely love this place!!!,,this place!!!,absolutely love this place!!!,Positive
1394712:0,Very affordable and excellent ambient!,,,Very,Positive
1394712:0,Very affordable and excellent ambient!,,,excellent ambient!,Positive
1390357:4,The sushi is amazing!!! ,,,,
1394712:2,We were very disappointed.,,,very disappointed.,Negative
1395421:4,Check this place out!,,,,
1413697:1,It is simply amazing.,,,,
1390357:5,And amazingly cheap.,,,,
