sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,,fresh restaurant,delicious,Positive,TRUE
1318537:1,"great for a romantic evening, or a fun evening with friends...",,,great,Positive,FALSE
1318537:1,"great for a romantic evening, or a fun evening with friends...",,,with friends...,Positive,FALSE
1318537:2,I will be going back very soon.,I,,be,Positive,FALSE
1318537:3,keep up the good work.,,work.,good,Positive,FALSE
1318537:4,Hats off to the chef.,,,,,FALSE
1328078:0,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",,,,,FALSE
1328078:1,He has visited Thailand and is quite expert on the cuisine.,,,,,FALSE
1328078:2,It was wonderful.,,,wonderful.,Positive,FALSE
1328078:3,"the salads are delicious, both refreshing and very spicy.",,the salads,"delicious, both refreshing",Positive,TRUE
1328078:3,"the salads are delicious, both refreshing and very spicy.",,the salads,very spicy.,Positive,TRUE
1328078:4,We had Pam's special fried fish and it was amazing.,,it,amazing.,Positive,FALSE
1328078:5,too large for just two people but nothing was left.,,,too large,Negative,FALSE
1328078:5,too large for just two people but nothing was left.,,,nothing,Negative,FALSE
1328078:6,Unbelievable.,,,Unbelievable.,Negative,FALSE
1335154:0,Had a late night dinner on a Saturday night.,,,,,FALSE
1335154:1,"Great vibe, lots of people.",,"vibe, lots of people.",Great,Positive,TRUE
1335154:2,"My husband and I both ordered the Steak, medium.",,,,,FALSE
1335154:3,"My husbands was perfect, my was well done and dry.",,,dry.,Positive,FALSE
1335154:3,"My husbands was perfect, my was well done and dry.",,,well done,Positive,FALSE
1335154:4,"I didn't complain, I liked the atmosphere so much.",I,the atmosphere,liked,Positive,TRUE
1335154:5,Will give it another chance before I write it off.,,,,,FALSE
1335656:0,Visited there while on vacation and reading the reviews.,,on vacation,there while,Positive,FALSE
1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,,,enjoy,Positive,FALSE
1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",,Ambience,cute,Positive,TRUE
1335656:3,Salads were fantastic.,,Salads,fantastic.,Positive,TRUE
1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,,,,,FALSE
1335656:5,Ingredients are organic which is a real plus for me.,,,,,FALSE
1335656:6,We will be back.,We,,will be back.,Positive,FALSE
1338124:0,"This is some really good, inexpensive sushi.",,,,,FALSE
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,more,"than triples in size,",Positive,FALSE
1338124:1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,,not just from the rice.,Negative,FALSE
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,best,Positive,TRUE
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,huge,Positive,TRUE
1338124:3,The Yellowtail was particularly good as well.,,The Yellowtail,particularly good,Positive,TRUE
1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,the choices,fairly limited,Positive,FALSE
1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",,place,I'll be sure to stop by again,Positive,TRUE
1340075:0,Big Wong gets big Ups for a fine establishment.,,,,,FALSE
1340075:1,"They have it all -- great price, food, and service.",,,,,FALSE
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,literally walking,Positive,TRUE
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,The atmosphere,noisy,Positive,TRUE
1340075:3,The food is prepared quickly and efficiently.,,The food,prepared quickly,Positive,FALSE
1340075:3,The food is prepared quickly and efficiently.,,The food,efficiently.,Positive,FALSE
1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,"price (congee, noodles,",reasonable,Positive,TRUE
1340075:5,The takeout is great too since they give high quality tupperware as well.,,The takeout,great,Positive,TRUE
1340075:6,This place is always very crowded and popular.,,This place,always very crowded,Positive,TRUE
1340075:6,This place is always very crowded and popular.,,This place,popular.,Positive,TRUE
1341354:0,Went here on a friend's reccomendation.,,,,,FALSE
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,,Enjoyed,Positive,FALSE
1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,,Caesar Salad,very nice,Positive,TRUE
1341354:2,We both opted for a pasta dish and they were served timely and fresh.,,,fresh.,Positive,FALSE
1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",,,,,FALSE
1341354:4,We'd go back again,,,We'd go back again,Positive,FALSE
1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,,,,,FALSE
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,The staff,absolutely delicious,Positive,TRUE
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,the place,lovely.,Positive,TRUE
1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,,,FALSE
1347423:3,"Yes, the prices are high, but I felt it was worth it.",,,,,FALSE
1347423:4,We all felt it was worth it.,,,worth,Positive,FALSE
1349391:0,sometimes i get good food and ok service.,,food,good,Positive,TRUE
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",bad,Positive,TRUE
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,food,bad,Positive,TRUE
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",bad,Positive,TRUE
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,service.,bad,Positive,TRUE
1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"service, sometimes",good good,Positive,TRUE
1349391:2,it is not consistent.,,it,not consistent.,Negative,FALSE
1349391:3,really depends on your luck!,,,,,FALSE
1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,The place,a BISTRO,Negative,FALSE
1352948:1,And where does Patis go wrong; no where.,,,,,FALSE
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,,,,FALSE
1352948:3,And evaluated on those terms Pastis is simply wonderful.,,on,simply wonderful.,Positive,FALSE
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,cozy,Positive,TRUE
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,place,nice,Positive,TRUE
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,panchetta (raddichio,kind of bitter,Negative,TRUE
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,Mine,a little burnt,Negative,FALSE
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,goat cheese,delicious,Positive,FALSE
1353599:2,My friend got the mushroom pizza which tasted better.,,,,,FALSE
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,good,Positive,TRUE
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,pretty tasty,Positive,TRUE
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,,,,,FALSE
1353599:5,Overall I would recommend it and go back again.,I,it,recommend,Positive,FALSE
1353599:6,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),,,,,FALSE
1357554:0,I started out with a Bombay beer which was big enough for two.,,beer,enough,Positive,TRUE
1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,,,,,FALSE
1357554:2,MMmmm... it was delicious.,,it,delicious.,Positive,FALSE
1357554:3,"Service was slow, but the people were friendly.",,the people,friendly.,Positive,TRUE
1357554:4,It's a nice place to relax and have conversation.,,place to relax,nice,Positive,TRUE
1357554:5,I can't wait to go back.,I,,can't wait to go back.,Positive,FALSE
1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,,,,,FALSE
1367358:1,The food is authentic Italian - delicious!,,The food,authentic Italian - delicious!,Positive,TRUE
1367358:2,"Pizza is terrific, as is homemade pasta.",,Pizza,homemade pasta.,Positive,TRUE
1367358:3,"Ambience is delightful, service impeccable.",,Ambience,impeccable.,Positive,TRUE
1380450:0,I'm still mad that i had to pay for lousy food.,i,,had to pay,Negative,FALSE
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,the tuna,not to mention,Negative,TRUE
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,The hanger steak,like rubber,Negative,TRUE
1380450:2,Service was also horrible and the ambience is not that great.,,the ambience,not that great.,Negative,TRUE
1380450:2,Service was also horrible and the ambience is not that great.,,Service,horrible,Positive,TRUE
1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,,,,FALSE
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,place,you,Positive,TRUE
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,,,try.,Positive,FALSE
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,,the food,excellent.,Positive,TRUE
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,,service,excellent.,Positive,TRUE
1387314:2,The filet mignon dish was superb!,,The filet mignon dish,superb!,Positive,TRUE
1387314:3,I would defiantly come back here again as one of my top choices.,I,here,defiantly come back,Positive,FALSE
1387314:4,It's a small cute restaurant.,,,,,FALSE
1390357:0,I absolutely love this place!!!,,,love,Positive,FALSE
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,actually an old warehouse.,Negative,FALSE
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",,it,"very hidden,",Negative,FALSE
1390357:2,"I like the ambience, it's very dark and original.",,"ambience,",original.,Positive,TRUE
1390357:2,"I like the ambience, it's very dark and original.",,it's,original.,Positive,FALSE
1390357:2,"I like the ambience, it's very dark and original.",I,"ambience,",very dark,Positive,TRUE
1390357:2,"I like the ambience, it's very dark and original.",I,it's,very dark,Positive,FALSE
1390357:3,I came here for my friend's birthday and keep coming back ever since.,,,,,FALSE
1390357:4,The sushi is amazing!!!,,The sushi,amazing!!!,Positive,TRUE
1390357:5,And amazingly cheap.,,,,,FALSE
1390357:6,Big thumbs up!,,,,,FALSE
1394712:0,Very affordable and excellent ambient!,,ambient!,excellent,Positive,TRUE
1394712:0,Very affordable and excellent ambient!,,,Very affordable,Positive,FALSE
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,,,,FALSE
1394712:2,We were very disappointed.,We,,very disappointed.,Positive,FALSE
1394712:3,We won't go to this place again for a good meal.,,meal.,good,Positive,TRUE
1394712:3,We won't go to this place again for a good meal.,We,this place,go,Positive,FALSE
1394712:4,"However, I think this place is a good hang out spot.",,,good,Positive,FALSE
1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",,,,,FALSE
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,,,,,FALSE
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,,,backyard,Positive,FALSE
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,this place,rivals the ones,Positive,FALSE
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,outdoor restaurants,nicest,Positive,FALSE
1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",,,,,FALSE
1395421:4,Check this place out!,,,,,FALSE
1395421:5,HIGHLY RECOMMENDED!!!!!,,,HIGHLY RECOMMENDED!!!!!,Negative,FALSE
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",,this place,"*not* romantic,",Positive,TRUE
1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,,,,FALSE
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,the wine list,simply overpriced.,Negative,TRUE
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,menu,"typical of any Italian restaurant,",Negative,TRUE
1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,,,,,FALSE
1398844:4,Service is not what one would expect from a joint in this price category.,,Service,not what one would expect,Negative,TRUE
1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",,,,,FALSE
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,,,,,FALSE
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",,"the food,","above average,",Negative,TRUE
1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.",,,,,FALSE
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,,,,FALSE
1404042:2,Fish was overdone.,,Fish,overdone.,Positive,TRUE
1404042:3,"Cute place, nice wait staff but would never go there again.",,there,never go,Negative,FALSE
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,wait,Positive,TRUE
1404042:3,"Cute place, nice wait staff but would never go there again.",,,"place,",Positive,FALSE
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,Cute,Positive,TRUE
1404042:3,"Cute place, nice wait staff but would never go there again.",,staff,nice,Positive,TRUE
1404042:4,Someone else recommended the dessert - we also left that.,,,,,FALSE
1404042:5,One of us actually liked the expresso - that's it.,,,,,FALSE
1404042:6,"Skip this restaurant, it's a big disappointment.",,,a big disappointment.,Positive,FALSE
1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,,,,,FALSE
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,delicious.,Positive,TRUE
1410878:1,I've never had bad service and the fish is fresh and delicious.,,the fish,fresh,Positive,TRUE
1410878:2,Their tuna tartar appetizer is to die for.,,,,,FALSE
1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",,,,,FALSE
1413697:1,It is simply amazing.,,It,simply amazing.,Positive,FALSE
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,curtious.,Positive,TRUE
1413697:2,The place is so cool and the service is prompt and curtious.,,The place,cool,Positive,TRUE
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,prompt,Positive,TRUE
1413697:3,I highly recommend to anyone to give this place a try.,,,recommend,Positive,FALSE
1413697:4,You will find yourself returning quite often.,,,quite often.,Positive,FALSE
1413697:5,P.S. Please don't tell anyone in my family i eat there.,,,,,FALSE
1413697:6,LOL,,,,,FALSE
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,service,great,Positive,TRUE
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,,pleasant,Positive,FALSE
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,food,great,Positive,TRUE
1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,,,,,FALSE
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,,no,Negative,FALSE
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,,The dining room,quietly elegant,Negative,TRUE
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,unobtrusive,Positive,TRUE
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,impeccable,Positive,TRUE
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,,,,FALSE
1417496:5,Beautiful experience.,,experience.,Beautiful,Positive,FALSE
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,The view,breathtaking,Positive,TRUE
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,the ambiance,wonderfull.,Positive,TRUE
1430994:1,The staff offers impeccable service.,,,offers,Positive,FALSE
1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,,,,,FALSE
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,the award,go to the Lobster Bisque.,Positive,FALSE
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,it,good,Positive,FALSE
1430994:4,I had Filet Mignon with garlic mash.,,,,,FALSE
1430994:5,It was divine melts in your mouth.,,It,melts,Positive,FALSE
1430994:6,My boyfriend had Prime Rib it was good .,,it,good,Positive,FALSE
1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,,,,,FALSE
1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,,,,,FALSE
1430994:9,It's cuz it's so good you need to taste it!!!,,,,,FALSE
1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,,,already coming up,Positive,FALSE
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,,,,,FALSE
1431154:1,If you like spicy food get the chicken vindaloo.,,,spicy,Positive,FALSE
1431154:2,It's very spicy but not offensive.,,It's,very spicy,Negative,FALSE
1431154:2,It's very spicy but not offensive.,,,not offensive.,Negative,FALSE
1431154:3,We will definitely go back.,We,,will definitely go back.,Positive,FALSE
1432551:0,Go to Volare for 1st class service and terrific food.,,,,,FALSE
1432551:1,The portions are large and the servers always surprise us with a different starter.,,The portions,large,Positive,TRUE
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,with a different starter.,Positive,TRUE
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,surprise,Positive,TRUE
1432551:2,The wine list is excellent.,,The,excellent.,Positive,FALSE
1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,,The food,amazing...,Positive,TRUE
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,"feel a little crowded,",Negative,TRUE
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,intimate,Positive,TRUE
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,small,Negative,TRUE
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,the service,excellent,Positive,TRUE
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,,great,Positive,FALSE
1439875:2,People dress in suits or evening gowns as well as shirts jeans.,,,,,FALSE
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,,cater,Positive,FALSE
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,The food,pricey,Positive,TRUE
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,greatest,Positive,TRUE
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,good,Positive,TRUE
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,price,good,Positive,FALSE
1439875:4,"Recommendations, of course, are required!",,,,,FALSE
1439875:5,Please be aware that it's CASH or AMEX only!,,,,,FALSE
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,the food,"decent, not great.",Negative,TRUE
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,,The menu,very limited,Positive,TRUE
1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",,,,,FALSE
1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",,The decor,very diner-ish,Positive,TRUE
1448587:4,Problem is nothing at Prune is particularly memorable.,,nothing at Prune,particularly memorable.,Positive,TRUE
1448587:5,No plans to return anytime soon.,,,No,Negative,FALSE
1451107:0,This place is so much fun.,,This place,much fun.,Positive,TRUE
1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,never expected,Negative,FALSE
1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,incredible,Positive,FALSE
1451107:2,This place must have cost the owners afortune to build.,,,,,FALSE
1451107:3,I think the stuff was better than Disney.,I,the stuff,better than Disney.,Positive,FALSE
1451107:4,Our food was great too!,,Our food,great too!,Positive,TRUE
1451107:5,And really large portions.,,portions.,really large,Positive,TRUE
1451107:6,The staff was the friendliest that have seen in New York.,,,,,FALSE
1451107:7,We will go back every time we are in the City.,We,,will go back,Positive,FALSE
1451109:0,If you want something really different than try Jekyll and Hyde.,,,,,FALSE
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,,a lot of fun,Positive,FALSE
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,portions.,large,Positive,TRUE
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,good,Positive,FALSE
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,The food,pretty tradional,Positive,TRUE
1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,hot,Positive,FALSE
1451109:3,I highly recommend it.,I,it.,recommend,Positive,FALSE
1451109:4,I am going to the mid town location next.,,location,mid,Positive,FALSE
1451109:4,I am going to the mid town location next.,,location,the mid town,Positive,FALSE
1457607:0,The place is a lot of fun.,,The place,a lot of fun.,Negative,TRUE
1457607:1,My six year old loved it.,,,,,FALSE
1457607:2,The characters really make for an enjoyable experience.,,,,,FALSE
1457607:3,"The food however, is what one might expect.",,The food,what one might expect.,Positive,TRUE
1457607:4,It is very overpriced and not very tasty.,,It,very overpriced,Negative,FALSE
1457607:4,It is very overpriced and not very tasty.,,It,not very tasty.,Negative,FALSE
1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",,,,,FALSE
1457607:6,We had a good time.,,,,,FALSE
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,,,,FALSE
1459569:1,Service was slow had to wait to order and get food although not crowded.,,Service,had to wait to order,Negative,TRUE
1459569:2,Drinks way over priced.,,Drinks,priced.,Positive,TRUE
1459569:3,Food was good not great not worth the wait or another visit,,the wait,worth,Negative,FALSE
1460715:0,Great pizza for lunch place.,,pizza for lunch place.,Great,Positive,TRUE
1460715:1,Service was quick.,,Service,quick.,Positive,TRUE
1460715:2,The pizza was great.,,The pizza,great.,Positive,TRUE
1460715:3,And it was quick which is very important.,,it,quick,Positive,FALSE
1460715:3,And it was quick which is very important.,,it,very important.,Positive,FALSE
1460715:4,Have the iced tea.,,,,,FALSE
1460715:5,It was wonderful.,,,wonderful.,Positive,FALSE
1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,,,FALSE
1470286:1,Delivery is fast too.,,Delivery,fast too.,Positive,TRUE
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",Great,Positive,TRUE
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,sushi.,Excellent,Positive,TRUE
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",friendly,Positive,TRUE
1470286:3,A little overpriced but worth it once you take a bite.,,,A little overpriced,Negative,FALSE
1470286:3,A little overpriced but worth it once you take a bite.,,,worth,Negative,FALSE
1470334:0,"Growing up in NY, I have eaten my share of bagels.",,,,,FALSE
1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,,bagel,far the best,Positive,TRUE
1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",,,,,FALSE
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,,,,,FALSE
1470334:4,The lox is always fresh too.,,The lox,always fresh too.,Positive,TRUE
1470334:5,Highly recommended to all!,,,recommended,Positive,FALSE
1471273:0,I have to agree with the previous reviewer.,,,,,FALSE
1471273:1,I don't get it either.,,,,,FALSE
1471273:2,Not impressed with the food.,,the food.,Not impressed,Negative,TRUE
1471273:3,Prices too high for this cramped and unappealing resturant.,,Prices,unappealing resturant.,Negative,FALSE
1471273:4,Zero ambiance to boot.,,,,,FALSE
1476493:0,I thought this place was totally overrated.,,this place,totally overrated.,Positive,TRUE
1476493:1,Everything we had was good or ok....but definitely nothing great.,,,,,FALSE
1476493:2,"The ambience was nice, but service wasn't so great.",,The ambience,"nice,",Positive,TRUE
1476493:2,"The ambience was nice, but service wasn't so great.",,service,wasn't so great.,Negative,TRUE
1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,,,,FALSE
1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,,Shabu-Shabu Restaurant,the BEST,Positive,TRUE
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,,Japan.,Positive,FALSE
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,the feel of the restaurant,like being back,Positive,TRUE
1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,,,,,FALSE
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,,feels like a Sushi establishment,Negative,FALSE
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,The atmosphere,"nothing special,",Negative,TRUE
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,,,,,FALSE
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,everything prepared,"done to perfection, ultra fresh",Positive,FALSE
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,,a work of food art.,Positive,FALSE
1486041:3,I must give it Yon out of Yon stars!,,,,,FALSE
1486041:4,Taxan delicious!,,,,,FALSE
1486041:5,Arigato Gozimas Yuka!,,,,,FALSE
1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",we,,would not be disappointed!,Negative,FALSE
1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",,This restaurant,"recommended by a local...as a matter of fact,",Positive,FALSE
1490757:1,We weren't!,We,,weren't!,Positive,FALSE
1490757:2,The prices were CHEAP compared to the quality of service and food.,,,compared,Positive,FALSE
1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",,,,,FALSE
1496205:0,Went there for an office lunch.,,,,,FALSE
1496205:1,The location and ambience is Ok but the food is what makes up for it.,,The location,Ok,Positive,TRUE
1496205:1,The location and ambience is Ok but the food is what makes up for it.,,ambience,Ok,Positive,TRUE
1496205:2,There is a lot of variety even for people who eat vegetarian like me.,,a lot of variety,There is,Positive,FALSE
1496205:3,Try green curry with vegetables.,,,,,FALSE
1496205:4,"The quantity is also very good, you will come out satisfied.",,The quantity,"very good, you will come out satisfied.",Positive,FALSE
1496205:5,"The service is ok, some of the people didn't get what they asked for.",,,,,FALSE
1496707:0,I was there on sat. for my birthday and we had an excellent time.,,,,,FALSE
1496707:1,I had the best ravioli ever.,I,ravioli,best,Positive,TRUE
1496707:2,The wine the service was very good too.,,,,,FALSE
1496707:3,Moderate prices.,,,,,FALSE
1496707:4,A little noise but I think that was because of our party!,,,A little noise,Negative,FALSE
1500453:0,Molto bene!,,,,,FALSE
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,,,,,FALSE
